ticker,shortName,revenue,revenueGrowth,earningGrowth,grossMargin,operatingMargin,netMargin,eps,debt,cash,asset,equity,returnOnAsset,returnOnEquity,debtEquityRatio,freeCashFlow,operatingCashFlow,marketCap,dividendYield
SLB,Schlumberger N.V.,28091000000.0,0.22512974835361343,0.8293460925039873,0.18372432451674914,0.1477697483179666,0.12249474920793137,2.39,12226000000.0,2894000000.0,43135000000.0,17989000000.0,0.07977280630578416,0.19128356217688589,0.679637556284396,2005000000.0,3720000000.0,86095691776.0,0.00984950561993612
LRCX,Lam Research Corporation,17428516000.0,0.01169539350320159,-0.02048841266318746,0.4462184273176213,0.29933759133594623,0.25882473298357705,33.21,5011541000.0,5374697000.0,18781643000.0,8210172000.0,0.24017765644890599,0.5494319729233443,0.6104063349708142,4677370000.0,5178938000.0,82569551872.0,0.010995663406378236
AMT,American Tower Corporation (REI,10711100000.0,0.14472742040633113,-0.3123028391167192,0.6952880656515203,0.21961329835404395,0.16485701748653267,3.82,47051000000.0,2028400000.0,67194500000.0,5572400000.0,0.026278936520102093,0.3168832101069557,8.44357906826502,1822600000.0,3696200000.0,83973341184.0,0.03132422698575661
ZTS,Zoetis Inc.,8080000000.0,0.039094650205761416,0.037800687285223455,0.6962871287128712,0.36237623762376237,0.26163366336633664,4.49,8090000000.0,3577000000.0,14925000000.0,4405000000.0,0.14164154103852597,0.47990919409761634,1.8365493757094211,1326000000.0,1912000000.0,82972139520.0,0.0073639176178254585
CI,The Cigna Group,180642000000.0,0.03655205655526994,0.24287045666356022,,,0.036912788830947396,21.3,31093000000.0,6829000000.0,143932000000.0,44872000000.0,0.04632743239863269,0.1486004635407381,0.6929265466215011,7361000000.0,8656000000.0,83827458048.0,0.016510103398429607
C,"Citigroup, Inc.",75305000000.0,0.04754684435294276,-0.32375182215743437,,,0.19713166456410597,7.0,318702000000.0,,2416676000000.0,182194000000.0,0.006142734897023846,0.08147908273598473,1.749245309944345,19437000000.0,25069000000.0,82246647808.0,0.06082922688447086
PGR,Progressive Corporation (The),49586400000.0,0.04005956813104983,-0.784684711570026,,,0.014550360582740429,1.18,6388300000.0,49513600000.0,75465000000.0,15891000000.0,0.009560723514211887,0.04540305833490655,0.40200742558681013,6556800000.0,6848800000.0,81176780800.0,0.0032127413458603177
BX,Blackstone Inc.,7132632000.0,-0.5716741738148565,-0.7016369216564968,,,0.24501908972732647,2.36,13460982000.0,,42524227000.0,7655911000.0,0.041097302015625115,0.2282721154935056,1.7582469284191,6100756000.0,6336253000.0,138449436672.0,0.047084229135894766
MU,"Micron Technology, Inc.",30758000000.0,0.11019671539433307,0.4821702781095376,0.4518499252227063,0.3169907016060862,0.28243058716431496,7.75,7516000000.0,9331000000.0,66283000000.0,49907000000.0,0.1310592459605027,0.17406375859097922,0.15060011621616207,3114000000.0,15181000000.0,76539559936.0,0.006023029141864336
EOG,"EOG Resources, Inc.",29492000000.0,0.499415323605674,0.6635934819897085,0.813712193137122,0.48338532483385327,0.26308829513088294,13.22,5374000000.0,5972000000.0,41371000000.0,24779000000.0,0.18754683232215805,0.3131280519794988,0.21687719439848258,2152000000.0,3166000000.0,76963250176.0,0.018268459255355654
MO,"Altria Group, Inc.",20688000000.0,-0.02003694756288188,1.3288888888888888,0.6886117556071152,0.576131090487239,0.27861562258314,3.19,26680000000.0,4030000000.0,36954000000.0,-3973000000.0,0.1559777020079017,-1.4507928517493078,-6.7153284671532845,8051000000.0,8256000000.0,77248774144.0,0.08542530380739449
BSX,Boston Scientific Corporation,12682000000.0,0.06679004037685066,-0.3294908741594621,0.6843557798454503,0.16030594543447405,0.055038637438889766,0.45,9282000000.0,928000000.0,32469000000.0,17574000000.0,0.021497428316240106,0.03971776487993627,0.5281666097644248,914000000.0,1526000000.0,77457244160.0,0.0007100691561707119
SO,Southern Company (The),29279000000.0,0.2667762730930645,0.46802325581395343,0.3695822944772704,0.19003381263021277,0.12073499777997883,3.26,59135000000.0,1917000000.0,134891000000.0,30408000000.0,0.02620634438176009,0.11625230202578268,1.9447184951328598,-1621000000.0,6302000000.0,77527195648.0,0.03749651945620186
BDX,"Becton, Dickinson and Company",18870000000.0,-0.06805610430659814,-0.14961759082217974,0.44923158452570217,0.13116057233704292,0.09427662957074721,5.88,16065000000.0,1014000000.0,52934000000.0,25301000000.0,0.03360788906940718,0.07031342634678471,0.634955140113039,1660000000.0,2633000000.0,76513345536.0,0.014141323875204389
PANW,"Palo Alto Networks, Inc.",6892700000.0,0.2528764882304826,-2.646816479400749,0.722938761298185,0.05618988204912444,0.06379212790343407,1.28,2270700000.0,2390000000.0,14501100000.0,1748400000.0,0.030321837653695238,0.2514870738961336,1.2987302676733012,2631200000.0,2777500000.0,74124517376.0,0.0
CME,CME Group Inc.,5019400000.0,0.07030300445657511,0.020710059171597628,0.8499621468701438,0.600848707016775,0.5361198549627445,7.4,3438400000.0,2816100000.0,174175700000.0,26878700000.0,0.015449916377542906,0.1001164490842191,0.12792285341180934,2966300000.0,3056000000.0,74403291136.0,0.035394939656449985
FI,"Fiserv, Inc.",17737000000.0,0.0931221496363861,0.896551724137931,0.5494164740373231,0.20781417376106445,0.14263967976546202,3.91,21418000000.0,902000000.0,83869000000.0,30828000000.0,0.030166092358320715,0.08206824964318152,0.6947580121967043,3139000000.0,4618000000.0,73793896448.0,0.0
DUK,Duke Energy Corporation (Holdin,28768000000.0,0.14627246284416473,-0.3170419651995906,0.4510567296996663,0.22330367074527252,0.09277669632925473,3.17,76043000000.0,409000000.0,178261000000.0,47479000000.0,0.014972428068955072,0.05621432633374755,1.6016133448471956,5927000000.0,5927000000.0,73355984896.0,0.04333661397235696
EQIX,"Equinix, Inc.",7263105000.0,0.09457682174027515,0.4081520859031851,0.4834852311786763,0.16884555572306886,0.09697574246826943,7.67,16469554000.0,1906421000.0,30310742000.0,11505966000.0,0.023237471388856134,0.061215633698204916,1.43139254887421,685178000.0,2963182000.0,72626937856.0,0.015854434098309892
VMW,"Vmware, Inc.",13350000000.0,0.03882966306124036,-0.27802197802197803,0.8140823970037453,0.15205992509363295,0.09842696629213483,3.09,11285000000.0,5100000000.0,31237000000.0,1534000000.0,0.04206549924768704,0.8565840938722294,7.35658409387223,3850000000.0,4300000000.0,72091664384.0,-0.0
ATVI,"Activision Blizzard, Inc",7528000000.0,-0.1448369873906623,-0.43942200815116705,0.7048352816153028,0.22143995749202974,0.20098299681190224,1.92,3611000000.0,11992000000.0,27383000000.0,19243000000.0,0.05525325932147683,0.07862599386790002,0.1876526529127475,2129000000.0,2220000000.0,72243789824.0,0.0050800214232127605
ITW,Illinois Tool Works Inc.,15932000000.0,0.10217917675544785,0.1262063845582777,0.40817223198594027,0.23788601556615616,0.1904343459703741,9.77,7763000000.0,708000000.0,15422000000.0,3088000000.0,0.19673194138244066,0.9825129533678757,2.513924870466321,1936000000.0,2348000000.0,72062566400.0,0.021398072217422442
HCA,"HCA Healthcare, Inc.",60233000000.0,0.025207652505446543,-0.1887579068430132,0.8444208324340478,0.15029966961632327,0.09368618531369848,19.15,40200000000.0,908000000.0,52438000000.0,-2767000000.0,0.10761279987795111,-2.039392844235634,-14.52837007589447,4127000000.0,8522000000.0,69705080832.0,0.009368040208917206
KKR,KKR & Co. Inc.,5721195000.0,-0.6476260871728935,-1.180249507337014,0.24332364130221046,-0.16822412100968417,-0.14701998446128825,-1.21,44074997000.0,12823556000.0,277077191000.0,16613028000.0,-0.00303572443824869,-0.05063074594228096,2.65303814572515,-5364315000.0,-5279259000.0,72055234560.0,0.007124270750552394
SNPS,"Synopsys, Inc.",5081542000.0,0.2086842825721844,0.2997666055898489,0.7906743661668053,0.23105092902902308,0.19375890231744616,6.29,656371000.0,1565521000.0,9418087000.0,5515725000.0,0.10454288646940722,0.17850672395741268,0.118999950142547,1599818000.0,1738900000.0,68731322368.0,0.0
PYPL,"PayPal Holdings, Inc.",27518000000.0,0.08462417721020055,-0.41976493163828255,0.5005087579039175,0.14695835453157932,0.08790609782687696,2.09,10417000000.0,10851000000.0,78717000000.0,20274000000.0,0.030730337792344728,0.11931537930354148,0.5138107921475782,5107000000.0,5813000000.0,70505152512.0,0.0
SHW,Sherwin-Williams Company (The),22148900000.0,0.1105211435676825,0.08351212186226142,0.4210186510391035,0.13515343877122565,0.09120543232395288,7.72,12507900000.0,198800000.0,22594000000.0,3102100000.0,0.08940869257324953,0.6512040230811386,4.032075045936623,1275400000.0,1919900000.0,67277893632.0,0.009193212905610607
APD,"Air Products and Chemicals, Inc",12698600000.0,0.23012690109464295,0.07479395931589727,0.2646039720914117,0.1899815727718016,0.17766525443749703,10.14,7644800000.0,3301700000.0,27192600000.0,13144000000.0,0.08296742496120268,0.17164485696895923,0.5816189896530737,303700000.0,3230200000.0,67113426944.0,0.020611374846857947
CHTR,"Charter Communications, Inc.",54022000000.0,0.04527688556944387,0.08616244091104419,0.3914331198400652,0.2214283069860427,0.09357298878234793,30.74,97603000000.0,645000000.0,144523000000.0,9119000000.0,0.03497713166762384,0.5543370983660489,10.703256936067552,6102000000.0,14925000000.0,67045130240.0,0.0
ICE,Intercontinental Exchange Inc.,9636000000.0,0.05104712041884807,-0.6436668309512075,0.5398505603985057,0.38719385637193854,0.15006226650062265,2.58,18376000000.0,1799000000.0,194338000000.0,22706000000.0,0.0074406446500427095,0.06368360785695411,0.8093015062098123,3072000000.0,3554000000.0,66099384319.99999,0.012904810064046299
CDNS,"Cadence Design Systems, Inc.",3561718000.0,0.1919100314432154,0.2198374894928552,0.8956618687947783,0.3014671571415817,0.23835463672306453,3.09,748078000.0,882325000.0,5137071000.0,2745113000.0,0.16525993119425447,0.3092594002505544,0.2725126433775222,1117679000.0,1241894000.0,63620608000.00001,0.0
KLAC,KLA Corporation,10496056000.0,0.1394039633373545,0.019709152277660902,0.5981055169675161,0.38059019502182534,0.3227190289381078,24.15,5890736000.0,3243159000.0,14072357000.0,2919753000.0,0.24070431129625264,1.160124503682332,2.0175460047476617,3328214000.0,3669805000.0,62100959232.0,0.011796210703658846
NOC,Northrop Grumman Corporation,36602000000.0,0.026214708273754495,-0.3010706638115632,0.20419649199497295,0.09838260204360418,0.13376318233976286,31.47,14701000000.0,2577000000.0,43755000000.0,15312000000.0,0.11189578333904697,0.31974921630094044,0.9600966562173459,1466000000.0,2901000000.0,65587036160.0,0.016039755134439056
WM,"Waste Management, Inc.",19698000000.0,0.09854442027773125,0.23237885462555075,0.37587572342369785,0.17402782008325718,0.11361559549192811,5.39,14984000000.0,351000000.0,31367000000.0,6849000000.0,0.07134886983135141,0.32676303109943056,2.18776463717331,1949000000.0,4536000000.0,65003868159.99999,0.016568244790434332
FDX,FedEx Corporation,90155000000.0,-0.03589913593977245,0.038159958180867815,0.2125894293161777,0.059209139814763466,0.044057456602517885,15.48,38332000000.0,6823000000.0,87110000000.0,26088000000.0,0.045597520376535416,0.15225390984360626,1.4693345599509353,2641000000.0,8815000000.0,63903662080.0,0.018418349773547126
WDAY,"Workday, Inc.",6215818000.0,0.20958597710982207,-13.485922445783542,0.7240623840659427,-0.03574750740771367,-0.059002531927414864,-1.44,3249076000.0,6121394000.0,13486238000.0,5585568000.0,-0.027194314678415137,-0.06566010833634109,0.5816912442924337,1296943000.0,1657195000.0,63105318912.0,0.0
MCO,Moody's Corporation,5468000000.0,-0.12061756191701511,-0.37940379403794033,0.7050109729334308,0.3652158010241405,0.2512801755669349,7.44,474000000.0,1859000000.0,14349000000.0,2519000000.0,0.09575580179803471,0.5454545454545454,0.18816990869392616,1474000000.0,1474000000.0,62594035712.0,0.008227620956884053
MPC,Marathon Petroleum Corporation,177453000000.0,0.4789845228073977,0.4906551653316902,0.12717170180273085,0.10690154576141288,0.08180194192264995,28.31,27909000000.0,11770000000.0,89904000000.0,27715000000.0,0.16146111407723795,0.523759696915028,1.0069998195922785,13941000000.0,16361000000.0,61500006400.00001,0.020796745803265473
CSX,CSX Corporation,14853000000.0,0.18615237182558686,0.10182491404390381,0.3894836060055208,0.3894836060055208,0.280482057496802,1.95,18047000000.0,2087000000.0,41912000000.0,12625000000.0,0.09939874021759877,0.329980198019802,1.4294653465346534,3486000000.0,5619000000.0,61895282688.0,0.013765184728127629
SCCO,Southern Copper Corporation,10047900000.0,-0.08104919472110184,-0.22330811574578313,0.45805591218065467,0.4414653808258442,0.2625921834413161,3.41,7025300000.0,2278000000.0,17277400000.0,8084200000.0,0.15271395001562735,0.3263773780955444,0.8690161054897206,1854000000.0,2802500000.0,61670821887.99999,0.04387488146199814
MAR,Marriott International,20773000000.0,0.49909792884462734,1.1455868971792538,0.21941943869445915,0.16723631637221392,0.11351273287440428,7.24,11098000000.0,507000000.0,24815000000.0,568000000.0,0.09502317146886964,4.151408450704225,19.538732394366196,2031000000.0,2363000000.0,60590440448.0,0.005297865432674797
CL,Colgate-Palmolive Company,17967000000.0,0.031341484415360776,-0.17590027700831024,0.5703790282184004,0.2011465464462626,0.09934880614459843,2.13,8766000000.0,775000000.0,15731000000.0,401000000.0,0.11347021804081114,4.451371571072319,21.860349127182044,1860000000.0,2556000000.0,60489048064.0,0.02795547382744145
GD,General Dynamics Corporation,39407000000.0,0.02438326964568871,0.04083512434755909,0.16804121095236887,0.10685918745400563,0.08602532544979319,12.19,10496000000.0,1242000000.0,51585000000.0,18568000000.0,0.06571677813317825,0.18257216716932356,0.5652735889702715,3465000000.0,4579000000.0,61175287808.0,0.022378317275705134
MNST,Monster Beverage Corporation,6311050000.0,0.13890075923709588,-0.1349215049274941,0.5030172475261644,0.2511025899018388,0.18881549029083908,1.115,,2669455000.0,8293105000.0,7025041000.0,0.14368852197096263,0.16962520218743207,,675546000.0,887699000.0,58807771136.0,0.0
OXY,Occidental Petroleum Corporatio,36634000000.0,0.41138850362151325,4.385012919896641,0.4816563847791669,0.37301413987006604,0.3413222689305017,12.4,20765000000.0,984000000.0,72609000000.0,20323000000.0,0.17221005660455316,0.6152634945628106,1.0217487575653201,12460000000.0,16810000000.0,58521714688.0,0.020231806369863284
EPD,Enterprise Products Partners L.,58186000000.0,0.42588630844293496,0.18377644090820877,0.11487299350359192,0.11073110370192142,0.09435259340734885,2.5,28636000000.0,76000000.0,68108000000.0,26623000000.0,0.08060727080519176,0.20621267325245088,1.0756113135258987,6075000000.0,8039000000.0,58658963456.0,0.06981030278640456
HUM,Humana Inc.,92870000000.0,0.11805354907059606,-0.04330037504261852,,,0.030214278023042964,22.08,11424000000.0,18942000000.0,43055000000.0,15311000000.0,0.06517245383811404,0.18326693227091634,0.7461302331656978,3467000000.0,4587000000.0,58331697152.0,0.0067201884933766175
FCX,"Freeport-McMoRan, Inc.",22780000000.0,-0.0028452615451959318,-0.19461216906641898,0.33762071992976295,0.3088235294117647,0.15223880597014924,2.39,10620000000.0,8146000000.0,51093000000.0,15555000000.0,0.06787622570606541,0.22295081967213115,0.682738669238187,1670000000.0,5139000000.0,57876041728.00001,0.014963013608807935
ANET,"Arista Networks, Inc.",4381310000.0,0.4861787691267103,0.6084195353771285,0.6107068433870235,0.3485500911827741,0.30868530188459614,4.27,43964000.0,3023729000.0,6775410000.0,4885820000.0,0.19961094605344917,0.2768104432828062,0.00899828483243345,448169000.0,492813000.0,57185800192.0,0.0
TGT,Target Corporation,109120000000.0,0.02938540634875708,-0.599769651598042,0.24643511730205278,0.03526392961876833,0.025476539589442817,5.98,18777000000.0,2229000000.0,53335000000.0,11232000000.0,0.05212337114465173,0.2475071225071225,1.671741452991453,-1510000000.0,4018000000.0,56800497664.0,0.03232366045207473
ORLY,"O'Reilly Automotive, Inc.",14409860000.0,0.08120741954099175,0.003679519191013947,0.51226771113668,0.2050325957365304,0.15077523306957874,33.44,6545030000.0,108583000.0,12627979000.0,-1060752000.0,0.17205049200667819,-2.048216736805587,-6.170179269046865,2584908000.0,3148250000.0,56052875264.0,0.0
MCK,McKesson Corporation,276711000000.0,0.04828273338232947,2.1956912028725313,0.0446603134678419,0.01655879238628027,0.01286540831408943,25.03,7295000000.0,4678000000.0,62320000000.0,-1857000000.0,0.05712451861360719,-1.9170705438879914,-3.9283791060850834,4601000000.0,5159000000.0,56676376576.00001,0.005152058364360035
MMM,3M Company,34229000000.0,-0.031848394852213247,-0.024320216179699372,0.4381372520377458,0.11937246194747145,0.1687750153378714,10.18,16200000000.0,3893000000.0,46455000000.0,14770000000.0,0.12435690453126681,0.3911306702775897,1.0968178740690588,3842000000.0,5591000000.0,55784308736.0,0.06039332701860371
EMR,Emerson Electric Company,19629000000.0,0.07638736565036197,0.40295267042987404,0.4171379081970554,0.18253604360894596,0.1646033929390188,5.41,10374000000.0,1804000000.0,35672000000.0,10364000000.0,0.09057524108544517,0.3117522192203782,1.0009648784253184,2391000000.0,2922000000.0,56498495487.99999,0.021646594116116937
USB,U.S. Bancorp,24184000000.0,0.06438977157695525,-0.268491774456863,,,0.2408617267614952,3.69,71045000000.0,,674805000000.0,43958000000.0,0.008632123354154163,0.13251285317803357,1.6162018290186086,21119000000.0,21119000000.0,54727495680.0,0.05618747873975439
PXD,Pioneer Natural Resources Compa,24384000000.0,0.3645215444879686,2.7039660056657224,0.4401246719160105,0.4241305774278215,0.3217273622047244,31.13,5265000000.0,1204000000.0,35740000000.0,22541000000.0,0.21950195858981533,0.3480324741582006,0.23357437558227231,11348000000.0,11348000000.0,54554992640.0,0.114911572646855
EL,"Estee Lauder Companies, Inc. (T",15910000000.0,-0.10300501775948578,-0.5790794979079498,0.7131363922061597,0.11131363922061596,0.06323067253299812,2.79,10169000000.0,4029000000.0,23415000000.0,5585000000.0,0.042963912022207985,0.1801253357206804,1.8207699194270368,-1558000000.0,1731000000.0,55692488704.0,0.016609062039160835
PSX,Phillips 66,169990000000.0,0.5249022211058882,7.370539104024298,0.1084122595446791,0.05659156420965939,0.06485087358079887,23.27,17190000000.0,6133000000.0,76442000000.0,29494000000.0,0.1442139138170116,0.3737709364616532,0.5828304061843087,8619000000.0,10813000000.0,53893206016.0,0.03326949967436875
SNOW,Snowflake Inc.,2065659000.0,0.6940976456684713,0.17171460170483632,0.6526338567982422,-0.4077473581070254,-0.3856904745652598,-2.5,251658000.0,4007868000.0,7722322000.0,5456436000.0,-0.10316909862085523,-0.1460119755825964,0.046121314352445444,495799000.0,545639000.0,53546577920.00001,0.0
CTAS,Cintas Corporation,8815769000.0,0.12239035177343216,0.09083743810474076,0.4733980665781964,0.20448176443824698,0.15290895212885003,12.99,2668393000.0,124149000.0,8546356000.0,3863986000.0,0.15772921230990145,0.3488651356397254,0.6905804006536256,1266705000.0,1597814000.0,52752433152.0,0.008528838825379229
CMG,"Chipotle Mexican Grill, Inc.",8634652000.0,0.1441078851754345,0.37691122600247473,0.23881900509713652,0.1368372460175581,0.1041270684678433,32.04,3731410000.0,899136000.0,6927504000.0,2368023000.0,0.12978714988832918,0.37968423448589816,1.575749053113082,844015000.0,1323179000.0,52761284608.0,0.0
ROP,"Roper Technologies, Inc.",5371800000.0,-0.07026896050399811,2.9429984383133783,0.6986112662422279,0.2837968651103913,0.8460292639338769,42.55,6661700000.0,792800000.0,26980800000.0,16037800000.0,0.16844200320227717,0.2833742782675928,0.4153749267355872,664300000.0,734600000.0,52908380160.0,0.004957626735250252
DELL,Dell Technologies Inc.,102301000000.0,0.010909414310700916,-0.5610282221822758,0.22175736307562977,0.05641196078239705,0.02387073440142325,3.24,29588000000.0,8607000000.0,89611000000.0,-3122000000.0,0.02725111872426376,-0.7821909032671365,-9.477258167841127,562000000.0,3565000000.0,50126258176.0,0.01923143747564933
APO,"Apollo Global Management, Inc. ",3551356000.0,-0.403293703640602,-0.4920470102926803,0.45283181973308223,0.2703496917797033,0.26296068318692917,-5.57,3528473000.0,1310313000.0,13793947000.0,1294038000.0,0.06770121706281748,0.7216689154414322,2.7267151351042243,3789000000.0,3789000000.0,52029255680.0,0.018489597581727312
APH,Amphenol Corporation,12623000000.0,0.16059689416437584,0.1958134272064369,0.3191158995484433,0.20655153291610553,0.1507011011645409,3.06,4577700000.0,1434200000.0,15326200000.0,7015600000.0,0.12412078662682205,0.27115285934203776,0.6525029933291522,1790800000.0,2174600000.0,51128037376.00001,0.00933734257173142
VLO,Valero Energy Corporation,176383000000.0,0.5475315195170956,11.395698924731184,0.09496946984686733,0.08929998922798682,0.06535777257445445,29.04,2394000000.0,4862000000.0,60982000000.0,23561000000.0,0.18903938867206715,0.4892831373880565,0.10160859046729766,661000000.0,661000000.0,50738147328.0,0.030785515085963843
PH,Parker-Hannifin Corporation,19065194000.0,0.20197107380285773,0.5832533321171629,0.33722720052048777,0.1612991192221805,0.10925333358789845,,12559459000.0,483572000.0,29964472000.0,10326888000.0,0.06951352254763575,0.20170026052378995,1.2161901048989783,2599183000.0,2979930000.0,50360365056.0,0.013980319626696552
ECL,Ecolab Inc.,14187800000.0,0.11424554900220674,-0.033808301619612346,0.3775638224389969,0.12003270415427339,0.07694639056090444,3.81,8918200000.0,598600000.0,21464300000.0,7236100000.0,0.05086119743015146,0.15086856179433672,1.2324594740260637,1075600000.0,1788400000.0,50724651008.00001,0.011883768306359165
HES,Hess Corporation,11324000000.0,0.5153218252375218,2.9767441860465116,0.6988696573648887,0.35164252914164607,0.19630872483221476,7.11,9150000000.0,2486000000.0,21729000000.0,7982000000.0,0.10230567444429103,0.2785016286644951,1.1463292407917816,1219000000.0,3944000000.0,49237233664.0,0.009444072410184705
PNC,"PNC Financial Services Group, I",21114000000.0,0.10342304677292913,0.064681001057455,,,0.28611347920810837,13.85,58713000000.0,,557263000000.0,45774000000.0,0.010840482859978143,0.1319744833311487,1.2826713855026872,9083000000.0,9083000000.0,50319519744.0,0.053498125850475524
F,Ford Motor Company,158057000000.0,0.15927710666637318,-1.1104421029157607,0.1496928323326395,0.08080629140120336,-0.0125334531213423,-0.49,140474000000.0,44070000000.0,255884000000.0,43242000000.0,-0.007741789248253115,-0.04581194209333518,3.248554645946071,-13000000.0,6853000000.0,50468118528.0,0.03980730922008506
AJG,Arthur J. Gallagher & Co.,8550600000.0,0.041562111725582884,0.22871636524040584,0.4207190138703717,0.19494538394966435,0.13030664514770893,5.19,6415100000.0,342300000.0,38907800000.0,9143600000.0,0.028636931412210406,0.12185572422240692,0.7015945579421672,1942700000.0,2125400000.0,49596551168.0,0.008659876339891875
MET,"MetLife, Inc.",69898000000.0,-0.016629150253235747,-0.6126029905401282,,,0.03632435835073965,2.91,17980000000.0,301910000000.0,666611000000.0,27040000000.0,0.0038088180363060314,0.09389792899408284,0.6649408284023669,13204000000.0,13204000000.0,49370247168.0,0.03611486881831282
FTNT,"Fortinet, Inc.",4417400000.0,0.32170426665070906,0.4128213579433091,0.7544030425136958,0.21845429438131028,0.19407343686331327,1.06,990400000.0,2211000000.0,6228000000.0,-281600000.0,0.13765253692999357,-3.0443892045454546,-3.5170454545454546,1449400000.0,1730600000.0,47921266688.0,0.0
PSA,Public Storage,4182163000.0,0.22434967375368275,1.2266059409306376,0.748238650669522,0.5084373803699186,1.039927664225426,23.5,6870826000.0,775253000.0,17552307000.0,5723402000.0,0.2477820721800274,0.7598884369820607,1.200479365244657,2657368000.0,3117141000.0,48329977856.0,0.08087106953877433
TDG,Transdigm Group Incorporated,5429000000.0,0.13151313047102953,0.2735294117647058,0.5708233560508381,0.4079941057284951,0.1595137226008473,13.4,19813000000.0,3001000000.0,18107000000.0,-3773000000.0,0.04782680731208925,-0.22952557646435198,-5.251258945136496,829000000.0,948000000.0,47716913152.0,0.022864010430110396
STZ,"Constellation Brands, Inc.",9452600000.0,0.07163830534991544,0.7574257425742574,0.504517275670186,0.3007532319150287,-0.007511160950426338,-0.11,12461300000.0,133500000.0,24662300000.0,8413600000.0,-0.0028788880193655903,-0.008438718265665114,1.4810901397736997,1721500000.0,2756900000.0,47726571520.0,0.012313895200993477
MRVL,"Marvell Technology, Inc.",5919600000.0,0.3265557886895858,-0.6116703164115012,0.5046793702277181,0.06074734779376985,-0.02762010946685587,-0.19,4492100000.0,911000000.0,22522100000.0,15637200000.0,-0.007259536188898904,-0.010455836083186247,0.2872700995063055,1071500000.0,1288800000.0,47013974016.0,0.004347643531058185
RSG,"Republic Services, Inc.",13511300000.0,0.19621956617972547,0.15282083075015507,0.3927527328976486,0.18414956369853383,0.1101004344511631,4.69,11784700000.0,143400000.0,29050900000.0,9686000000.0,0.05120667518045913,0.15358249019202974,1.2166735494528185,1736000000.0,3190000000.0,47493189632.0,0.012483895156212363
MSI,"Motorola Solutions, Inc.",9112000000.0,0.11516338269489657,0.09477911646586334,0.4641132572431958,0.18228709394205445,0.14958296751536435,7.93,6433000000.0,1325000000.0,12814000000.0,116000000.0,0.10636803496176057,11.75,55.456896551724135,1567000000.0,1823000000.0,47301734400.0,0.011204663142330781
KDP,Keurig Dr Pepper Inc.,14057000000.0,0.1083339903808247,-0.3308480894687791,0.5209504161627658,0.19797965426477912,0.10215550971046454,1.01,11967000000.0,535000000.0,51837000000.0,25126000000.0,0.027702220421706503,0.057151954151078564,0.47627955106264425,2458000000.0,2837000000.0,46528757760.0,0.023211451411850458
NSC,Norfolk Southern Corporation,12745000000.0,0.14387004128522718,0.08818635607321124,0.43326794821498626,0.3773244409572381,0.2565712043938799,13.88,15182000000.0,456000000.0,38885000000.0,12733000000.0,0.0840941236980841,0.2568130055760622,1.1923348778763843,2274000000.0,4222000000.0,46317871104.0,0.02519545851707373
AZO,"AutoZone, Inc.",16252230000.0,0.11091531304544855,0.11947119172617415,0.5213223046929559,0.20124801334955264,0.14949357718909959,117.19,2837973000.0,264380000.0,15275043000.0,-3538913000.0,0.15905709725334324,-0.6865396238901607,-0.8019335315674615,2538744000.0,3211135000.0,45928869888.0,0.0
ADSK,"Autodesk, Inc.",5005000000.0,0.14102681014043417,0.6559356136820926,0.9040959040959041,0.1976023976023976,0.16443556443556442,3.78,2666000000.0,2072000000.0,9438000000.0,1145000000.0,0.08720067810976902,0.7187772925764192,2.3283842794759826,2025000000.0,2071000000.0,45606551552.0,0.0
GM,General Motors Company,156735000000.0,0.23409498913420057,-0.008483880626809048,0.13386288959071044,0.06580534022394488,0.06338086579257983,6.13,114699000000.0,31303000000.0,264037000000.0,67792000000.0,0.03762351488617126,0.1465364644795846,1.6919253009204627,-5144000000.0,16043000000.0,46712147968.0,0.008498859874137312
SRE,DBA Sempra,14439000000.0,0.12304581162012918,0.6229135053110775,0.36089756908373155,0.1770898261652469,0.1481404529399543,3.31,28919000000.0,370000000.0,78574000000.0,27115000000.0,0.02722274543742205,0.0788862253365296,1.0665314401622719,-4215000000.0,1142000000.0,46002339840.0,0.03204184841742172
AFL,AFLAC Incorporated,19140000000.0,-0.1341717180855876,0.02150289017341045,,,0.23082549634273772,6.59,7442000000.0,79684000000.0,131738000000.0,20140000000.0,0.033536261367259255,0.21936444885799405,0.3695134061569017,3879000000.0,3879000000.0,45451685888.0,0.021539355050820507
CARR,Carrier Global Corporation,20421000000.0,-0.009314510260515219,1.123798076923077,0.2675676999167524,0.11816267567699917,0.17305714705450273,4.1,9371000000.0,3520000000.0,26086000000.0,7758000000.0,0.1354749674154719,0.45552977571539055,1.2079144109306523,1390000000.0,1743000000.0,45617221632.0,0.011158066664080696
EW,Edwards Lifesciences Corporatio,5382400000.0,0.028647873865265128,0.012507484531967261,0.7992717003567182,0.3324167657550535,0.28275490487514865,2.44,691300000.0,1215300000.0,8292500000.0,5806700000.0,0.1835272836900814,0.262093788210171,0.11905212943668521,953400000.0,1218200000.0,44499451904.0,0.0
PCAR,PACCAR Inc.,28819700000.0,0.22520756898772665,0.626046109821284,0.16487333317140707,0.12764185609149298,0.10449796493370854,5.75,12922800000.0,6158900000.0,33275500000.0,13167100000.0,0.09050502622049256,0.22872158637816983,0.9814461802522955,1636500000.0,3027000000.0,44553441280.0,0.022550446635218924
